Season,HomeTeam,AwayTeam,1HHG,1HAG,1HR,2HHG,2HAG,2HR,FTHG,FTAG,FTR,1HSumGoals,2HSumGoals,FTSumGoals,1HScore,2HScore,FTScore,2.5,Winner,BothScored,2.5/Winner,2.5/BothScored,Winner/BothScored,Result,HalfTvsFullT,2.5/Winner/BothScored
2009-10,Sunderland,Arsenal,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Bolton,Blackburn,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Stoke,Portsmouth,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Tottenham,Wigan,1,0,1,8,1,1,9,1,1,1,9,10,1:0,8:1,9:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,9:1,1/1,+2.5/1/yes
2009-10,Fulham,Blackburn,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Hull,Everton,3,0,1,0,2,2,3,2,1,3,2,5,3:0,0:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2009-10,Aston Villa,Tottenham,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Blackburn,Stoke,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Fulham,Bolton,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Man City,Hull,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Portsmouth,Man United,1,1,X,0,3,2,1,4,2,2,3,5,1:1,0:3,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,X/2,+2.5/2/yes
2009-10,West Ham,Burnley,3,0,1,2,3,2,5,3,1,3,5,8,3:0,2:3,5:3,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:3,1/1,+2.5/1/yes
2009-10,Wigan,Sunderland,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Arsenal,Chelsea,0,2,2,0,1,2,0,3,2,2,1,3,0:2,0:1,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,2/2,+2.5/2/no
2009-10,Everton,Liverpool,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Wolves,Birmingham,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Arsenal,Stoke,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Aston Villa,Hull,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Blackburn,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Man City,Chelsea,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2009-10,Portsmouth,Burnley,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2009-10,West Ham,Man United,0,1,2,0,3,2,0,4,2,1,3,4,0:1,0:3,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,2/2,+2.5/2/no
2009-10,Wigan,Birmingham,1,0,1,1,3,2,2,3,2,1,4,5,1:0,1:3,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,1/2,+2.5/2/yes
2009-10,Wolves,Bolton,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Everton,Tottenham,0,0,X,2,2,X,2,2,X,0,4,4,0:0,2:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2009-10,Fulham,Sunderland,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Birmingham,West Ham,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Bolton,Man City,2,2,X,1,1,X,3,3,X,4,2,6,2:2,1:1,3:3,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,3:3,X/X,+2.5/X/yes
2009-10,Burnley,Fulham,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Chelsea,Everton,2,2,X,1,1,X,3,3,X,4,2,6,2:2,1:1,3:3,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,3:3,X/X,+2.5/X/yes
2009-10,Hull,Blackburn,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Man United,Aston Villa,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Stoke,Wigan,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2009-10,Sunderland,Portsmouth,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Tottenham,Wolves,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Liverpool,Arsenal,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2009-10,Birmingham,Blackburn,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Bolton,West Ham,0,0,X,3,1,1,3,1,1,0,4,4,0:0,3:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2009-10,Man United,Wolves,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Sunderland,Aston Villa,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Burnley,Arsenal,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Chelsea,Portsmouth,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Liverpool,Wigan,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Tottenham,Man City,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Arsenal,Hull,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Aston Villa,Stoke,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Blackburn,Tottenham,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Fulham,Man United,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Man City,Sunderland,3,2,1,1,1,X,4,3,1,5,2,7,3:2,1:1,4:3,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:3,1/1,+2.5/1/yes
2009-10,Portsmouth,Liverpool,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Everton,Birmingham,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,West Ham,Chelsea,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Wolves,Burnley,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Birmingham,Chelsea,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Burnley,Bolton,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Fulham,Tottenham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Liverpool,Wolves,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2009-10,Man City,Stoke,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Sunderland,Everton,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,West Ham,Portsmouth,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Wigan,Blackburn,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Arsenal,Aston Villa,0,0,X,3,0,1,3,0,1,0,3,3,0:0,3:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,X/1,+2.5/1/no
2009-10,Hull,Man United,0,1,2,1,2,2,1,3,2,1,3,4,0:1,1:2,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2009-10,Blackburn,Sunderland,0,0,X,2,2,X,2,2,X,0,4,4,0:0,2:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2009-10,Chelsea,Fulham,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2009-10,Everton,Burnley,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2009-10,Stoke,Birmingham,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Tottenham,West Ham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Wolves,Man City,0,1,2,0,2,2,0,3,2,1,2,3,0:1,0:2,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,2/2,+2.5/2/no
2009-10,Aston Villa,Liverpool,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Bolton,Hull,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2009-10,Man United,Wigan,3,0,1,2,0,1,5,0,1,3,2,5,3:0,2:0,5:0,2.5,1,no,+2.5/1,+2.5/no,1/no,5:0,1/1,+2.5/1/no
2009-10,Portsmouth,Arsenal,0,2,2,1,2,2,1,4,2,2,3,5,0:2,1:2,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,2/2,+2.5/2/yes
2009-10,Stoke,Fulham,3,0,1,0,2,2,3,2,1,3,2,5,3:0,0:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2009-10,Arsenal,Everton,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2009-10,Birmingham,Man United,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Man City,Blackburn,2,0,1,2,1,1,4,1,1,2,3,5,2:0,2:1,4:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:1,1/1,+2.5/1/yes
2009-10,Chelsea,Sunderland,4,0,1,3,2,1,7,2,1,4,5,9,4:0,3:2,7:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,7:2,1/1,+2.5/1/yes
2009-10,Everton,Man City,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Man United,Burnley,0,0,X,3,0,1,3,0,1,0,3,3,0:0,3:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,X/1,+2.5/1/no
2009-10,Stoke,Liverpool,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Tottenham,Hull,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Wolves,Wigan,0,0,X,0,2,2,0,2,2,0,2,2,0:0,0:2,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,X/2,-2.5/2/no
2009-10,Aston Villa,West Ham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Blackburn,Fulham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Bolton,Arsenal,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Arsenal,Bolton,1,2,2,3,0,1,4,2,1,3,3,6,1:2,3:0,4:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:2,2/1,+2.5/1/yes
2009-10,Liverpool,Tottenham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Man United,Hull,1,0,1,3,0,1,4,0,1,1,3,4,1:0,3:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2009-10,Bolton,Burnley,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Portsmouth,West Ham,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Tottenham,Fulham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Wolves,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Aston Villa,Arsenal,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Blackburn,Wigan,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Chelsea,Birmingham,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Everton,Sunderland,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Birmingham,Tottenham,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Burnley,Chelsea,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Fulham,Aston Villa,0,2,2,0,0,X,0,2,2,2,0,2,0:2,0:0,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Hull,Wolves,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2009-10,Liverpool,Bolton,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,West Ham,Blackburn,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Wigan,Everton,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Arsenal,Man United,0,2,2,1,1,X,1,3,2,2,2,4,0:2,1:1,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2009-10,Man City,Portsmouth,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Sunderland,Stoke,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Hull,Chelsea,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Fulham,Portsmouth,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Bolton,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Burnley,West Ham,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Hull,Man City,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Liverpool,Everton,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Man United,Portsmouth,2,0,1,3,0,1,5,0,1,2,3,5,2:0,3:0,5:0,2.5,1,no,+2.5/1,+2.5/no,1/no,5:0,1/1,+2.5/1/no
2009-10,Stoke,Blackburn,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Sunderland,Wigan,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Tottenham,Aston Villa,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Birmingham,Wolves,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2009-10,Chelsea,Arsenal,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Fulham,Burnley,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Man City,Bolton,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Portsmouth,Sunderland,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Wigan,Stoke,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Arsenal,Liverpool,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Aston Villa,Man United,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Blackburn,Hull,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Everton,Chelsea,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2009-10,West Ham,Birmingham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Wolves,Tottenham,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Stoke,Man City,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Wigan,Bolton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Arsenal,Sunderland,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Everton,Man United,1,1,X,2,0,1,3,1,1,2,2,4,1:1,2:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2009-10,Portsmouth,Stoke,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2009-10,West Ham,Hull,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Wolves,Chelsea,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Aston Villa,Burnley,1,1,X,4,1,1,5,2,1,2,5,7,1:1,4:1,5:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:2,X/1,+2.5/1/yes
2009-10,Blackburn,Bolton,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Fulham,Birmingham,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2009-10,Man City,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Wigan,Tottenham,0,1,2,0,2,2,0,3,2,1,2,3,0:1,0:2,0:3,2.5,2,no,+2.5/2,+2.5/no,2/no,3:0,2/2,+2.5/2/no
2009-10,Man United,West Ham,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
