Season,HomeTeam,AwayTeam,1HHG,1HAG,1HR,2HHG,2HAG,2HR,FTHG,FTAG,FTR,1HSumGoals,2HSumGoals,FTSumGoals,1HScore,2HScore,FTScore,2.5,Winner,BothScored,2.5/Winner,2.5/BothScored,Winner/BothScored,Result,HalfTvsFullT,2.5/Winner/BothScored
2009-10,Birmingham,Wigan,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Bolton,Wolves,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Burnley,Portsmouth,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2009-10,Chelsea,Man City,1,1,X,1,3,2,2,4,2,2,4,6,1:1,1:3,2:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:2,X/2,+2.5/2/yes
2009-10,Stoke,Arsenal,1,1,X,0,2,2,1,3,2,2,2,4,1:1,0:2,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,X/2,+2.5/2/yes
2009-10,Liverpool,Blackburn,2,1,1,0,0,X,2,1,1,3,0,3,2:1,0:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Sunderland,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Tottenham,Everton,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Arsenal,Burnley,1,0,1,2,1,1,3,1,1,1,3,4,1:0,2:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,West Ham,Bolton,0,2,2,1,0,1,1,2,2,2,1,3,0:2,1:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Wolves,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Everton,Hull,2,1,1,3,0,1,5,1,1,3,3,6,2:1,3:0,5:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:1,1/1,+2.5/1/yes
2009-10,Wigan,Liverpool,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Portsmouth,Birmingham,0,2,2,1,0,1,1,2,2,2,1,3,0:2,1:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Sunderland,Bolton,1,0,1,3,0,1,4,0,1,1,3,4,1:0,3:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2009-10,Burnley,Stoke,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Birmingham,Everton,1,2,2,1,0,1,2,2,X,3,1,4,1:2,1:0,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2009-10,Bolton,Wigan,1,0,1,3,0,1,4,0,1,1,3,4,1:0,3:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2009-10,Burnley,Wolves,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Chelsea,West Ham,1,1,X,3,0,1,4,1,1,2,3,5,1:1,3:0,4:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:1,X/1,+2.5/1/yes
2009-10,Hull,Arsenal,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2009-10,Stoke,Aston Villa,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Tottenham,Blackburn,1,0,1,2,1,1,3,1,1,1,3,4,1:0,2:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,Man United,Fulham,0,0,X,3,0,1,3,0,1,0,3,3,0:0,3:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,X/1,+2.5/1/no
2009-10,Sunderland,Man City,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2009-10,Liverpool,Portsmouth,3,0,1,1,1,X,4,1,1,3,2,5,3:0,1:1,4:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:1,1/1,+2.5/1/yes
2009-10,Wigan,Aston Villa,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2009-10,Arsenal,West Ham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Aston Villa,Wolves,1,2,2,1,0,1,2,2,X,3,1,4,1:2,1:0,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2009-10,Everton,Bolton,0,0,X,2,0,1,2,0,1,0,2,2,0:0,2:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,X/1,-2.5/1/no
2009-10,Portsmouth,Hull,1,1,X,2,1,1,3,2,1,2,3,5,1:1,2:1,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,X/1,+2.5/1/yes
2009-10,Stoke,Tottenham,0,0,X,1,2,2,1,2,2,0,3,3,0:0,1:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2009-10,Sunderland,Birmingham,2,0,1,1,1,X,3,1,1,2,2,4,2:0,1:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,Wigan,Burnley,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Blackburn,Chelsea,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Fulham,Man City,0,2,2,1,0,1,1,2,2,2,1,3,0:2,1:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Man United,Liverpool,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2009-10,West Ham,Wolves,0,1,2,1,2,2,1,3,2,1,3,4,0:1,1:2,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,2/2,+2.5/2/yes
2009-10,Aston Villa,Sunderland,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Blackburn,Birmingham,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Man City,Everton,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Portsmouth,Chelsea,0,1,2,0,4,2,0,5,2,1,4,5,0:1,0:4,0:5,2.5,2,no,+2.5/2,+2.5/no,2/no,5:0,2/2,+2.5/2/no
2009-10,Birmingham,Arsenal,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Bolton,Man United,0,1,2,0,3,2,0,4,2,1,3,4,0:1,0:3,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,2/2,+2.5/2/no
2009-10,Chelsea,Aston Villa,2,1,1,5,0,1,7,1,1,3,5,8,2:1,5:0,7:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,7:1,1/1,+2.5/1/yes
2009-10,Hull,Fulham,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Tottenham,Portsmouth,2,0,1,0,0,X,2,0,1,2,0,2,2:0,0:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,West Ham,Stoke,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Wolves,Everton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Burnley,Blackburn,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Liverpool,Sunderland,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Man City,Wigan,0,0,X,3,0,1,3,0,1,0,3,3,0:0,3:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,X/1,+2.5/1/no
2009-10,Arsenal,Wolves,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Bolton,Aston Villa,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Burnley,Man City,0,5,2,1,1,X,1,6,2,5,2,7,0:5,1:1,1:6,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,6:1,2/2,+2.5/2/yes
2009-10,Man United,Chelsea,0,1,2,1,1,X,1,2,2,1,2,3,0:1,1:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2009-10,Portsmouth,Blackburn,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Stoke,Hull,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2009-10,Sunderland,Tottenham,2,0,1,1,1,X,3,1,1,2,2,4,2:0,1:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,Birmingham,Liverpool,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Everton,West Ham,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2009-10,Fulham,Wigan,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2009-10,Hull,Burnley,1,1,X,0,3,2,1,4,2,2,3,5,1:1,0:3,1:4,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,4:1,X/2,+2.5/2/yes
2009-10,West Ham,Sunderland,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Blackburn,Man United,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Liverpool,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Man City,Birmingham,3,1,1,2,0,1,5,1,1,4,2,6,3:1,2:0,5:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,5:1,1/1,+2.5/1/yes
2009-10,Wolves,Stoke,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Chelsea,Bolton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Aston Villa,Everton,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2009-10,Tottenham,Arsenal,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Wigan,Portsmouth,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Birmingham,Hull,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Blackburn,Everton,0,1,2,2,2,X,2,3,2,1,4,5,0:1,2:2,2:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:2,2/2,+2.5/2/yes
2009-10,Fulham,Wolves,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Man City,Man United,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Stoke,Bolton,1,0,1,0,2,2,1,2,2,1,2,3,1:0,0:2,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,1/2,+2.5/2/yes
2009-10,Sunderland,Burnley,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Tottenham,Chelsea,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Portsmouth,Aston Villa,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2009-10,Wigan,Arsenal,0,1,2,3,1,1,3,2,1,1,4,5,0:1,3:1,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,2/1,+2.5/1/yes
2009-10,Liverpool,West Ham,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2009-10,Hull,Aston Villa,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Arsenal,Man City,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Bolton,Portsmouth,2,0,1,0,2,2,2,2,X,2,2,4,2:0,0:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2009-10,Hull,Sunderland,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Man United,Tottenham,0,0,X,3,1,1,3,1,1,0,4,4,0:0,3:1,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,X/1,+2.5/1/yes
2009-10,West Ham,Wigan,2,1,1,1,1,X,3,2,1,3,2,5,2:1,1:1,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2009-10,Wolves,Blackburn,0,1,2,1,0,1,1,1,X,1,1,2,0:1,1:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,2/X,-2.5/X/yes
2009-10,Aston Villa,Birmingham,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Burnley,Liverpool,0,0,X,0,4,2,0,4,2,0,4,4,0:0,0:4,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,X/2,+2.5/2/no
2009-10,Chelsea,Stoke,3,0,1,4,0,1,7,0,1,3,4,7,3:0,4:0,7:0,2.5,1,no,+2.5/1,+2.5/no,1/no,7:0,1/1,+2.5/1/no
2009-10,Everton,Fulham,0,1,2,2,0,1,2,1,1,1,2,3,0:1,2:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,2/1,+2.5/1/yes
2009-10,Birmingham,Burnley,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Man City,Aston Villa,2,1,1,1,0,1,3,1,1,3,1,4,2:1,1:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,Portsmouth,Wolves,2,1,1,1,0,1,3,1,1,3,1,4,2:1,1:0,3:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:1,1/1,+2.5/1/yes
2009-10,Stoke,Everton,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Tottenham,Bolton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2009-10,Fulham,West Ham,1,0,1,2,2,X,3,2,1,1,4,5,1:0,2:2,3:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,3:2,1/1,+2.5/1/yes
2009-10,Liverpool,Chelsea,0,1,2,0,1,2,0,2,2,1,1,2,0:1,0:1,0:2,-2.5,2,no,-2.5/2,-2.5/no,2/no,2:0,2/2,-2.5/2/no
2009-10,Sunderland,Man United,0,1,2,0,0,X,0,1,2,1,0,1,0:1,0:0,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,2/2,-2.5/2/no
2009-10,Blackburn,Arsenal,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2009-10,Wigan,Hull,1,1,X,1,1,X,2,2,X,2,2,4,1:1,1:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,X/X,+2.5/X/yes
2009-10,Fulham,Stoke,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Man City,Tottenham,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Arsenal,Fulham,3,0,1,1,0,1,4,0,1,3,1,4,3:0,1:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2009-10,Aston Villa,Blackburn,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2009-10,Bolton,Birmingham,1,0,1,1,1,X,2,1,1,1,2,3,1:0,1:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2009-10,Burnley,Tottenham,1,2,2,3,0,1,4,2,1,3,3,6,1:2,3:0,4:2,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,4:2,2/1,+2.5/1/yes
2009-10,Chelsea,Wigan,2,0,1,6,0,1,8,0,1,2,6,8,2:0,6:0,8:0,2.5,1,no,+2.5/1,+2.5/no,1/no,8:0,1/1,+2.5/1/no
2009-10,Everton,Portsmouth,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2009-10,Hull,Liverpool,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2009-10,Man United,Stoke,2,0,1,2,0,1,4,0,1,2,2,4,2:0,2:0,4:0,2.5,1,no,+2.5/1,+2.5/no,1/no,4:0,1/1,+2.5/1/no
2009-10,West Ham,Man City,1,1,X,0,0,X,1,1,X,2,0,2,1:1,0:0,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2009-10,Wolves,Sunderland,1,1,X,1,0,1,2,1,1,2,1,3,1:1,1:0,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2010-11,Aston Villa,West Ham,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2010-11,Blackburn,Everton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
2010-11,Bolton,Fulham,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2010-11,Chelsea,West Brom,2,0,1,4,0,1,6,0,1,2,4,6,2:0,4:0,6:0,2.5,1,no,+2.5/1,+2.5/no,1/no,6:0,1/1,+2.5/1/no
2010-11,Sunderland,Birmingham,1,0,1,1,2,2,2,2,X,1,3,4,1:0,1:2,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,1/X,+2.5/X/yes
2010-11,Tottenham,Man City,0,0,X,0,0,X,0,0,X,0,0,0,0:0,0:0,0:0,-2.5,X,no,-2.5/X,-2.5/no,X/no,0:0,X/X,-2.5/X/no
2010-11,Wigan,Blackpool,0,3,2,0,1,2,0,4,2,3,1,4,0:3,0:1,0:4,2.5,2,no,+2.5/2,+2.5/no,2/no,4:0,2/2,+2.5/2/no
2010-11,Wolves,Stoke,2,0,1,0,1,2,2,1,1,2,1,3,2:0,0:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,1/1,+2.5/1/yes
2010-11,Liverpool,Arsenal,0,0,X,1,1,X,1,1,X,0,2,2,0:0,1:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,X/X,-2.5/X/yes
2010-11,Man United,Newcastle,2,0,1,1,0,1,3,0,1,2,1,3,2:0,1:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2010-11,Arsenal,Blackpool,3,0,1,3,0,1,6,0,1,3,3,6,3:0,3:0,6:0,2.5,1,no,+2.5/1,+2.5/no,1/no,6:0,1/1,+2.5/1/no
2010-11,Birmingham,Blackburn,0,0,X,2,1,1,2,1,1,0,3,3,0:0,2:1,2:1,2.5,1,yes,+2.5/1,+2.5/yes,1/yes,2:1,X/1,+2.5/1/yes
2010-11,Everton,Wolves,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2010-11,Stoke,Tottenham,1,2,2,0,0,X,1,2,2,3,0,3,1:2,0:0,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,2/2,+2.5/2/yes
2010-11,West Brom,Sunderland,0,0,X,1,0,1,1,0,1,0,1,1,0:0,1:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,X/1,-2.5/1/no
2010-11,West Ham,Bolton,0,0,X,1,3,2,1,3,2,0,4,4,0:0,1:3,1:3,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,3:1,X/2,+2.5/2/yes
2010-11,Wigan,Chelsea,0,1,2,0,5,2,0,6,2,1,5,6,0:1,0:5,0:6,2.5,2,no,+2.5/2,+2.5/no,2/no,6:0,2/2,+2.5/2/no
2010-11,Fulham,Man United,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2010-11,Newcastle,Aston Villa,3,0,1,3,0,1,6,0,1,3,3,6,3:0,3:0,6:0,2.5,1,no,+2.5/1,+2.5/no,1/no,6:0,1/1,+2.5/1/no
2010-11,Man City,Liverpool,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2010-11,Blackburn,Arsenal,1,1,X,0,1,2,1,2,2,2,1,3,1:1,0:1,1:2,2.5,2,yes,+2.5/2,+2.5/yes,2/yes,2:1,X/2,+2.5/2/yes
2010-11,Blackpool,Fulham,0,1,2,2,1,1,2,2,X,1,3,4,0:1,2:1,2:2,2.5,X,yes,+2.5/X,+2.5/yes,X/yes,2:2,2/X,+2.5/X/yes
2010-11,Chelsea,Stoke,1,0,1,1,0,1,2,0,1,1,1,2,1:0,1:0,2:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,2:0,1/1,-2.5/1/no
2010-11,Man United,West Ham,1,0,1,2,0,1,3,0,1,1,2,3,1:0,2:0,3:0,2.5,1,no,+2.5/1,+2.5/no,1/no,3:0,1/1,+2.5/1/no
2010-11,Tottenham,Wigan,0,0,X,0,1,2,0,1,2,0,1,1,0:0,0:1,0:1,-2.5,2,no,-2.5/2,-2.5/no,2/no,1:0,X/2,-2.5/2/no
2010-11,Wolves,Newcastle,1,0,1,0,1,2,1,1,X,1,1,2,1:0,0:1,1:1,-2.5,X,yes,-2.5/X,-2.5/yes,X/yes,1:1,1/X,-2.5/X/yes
2010-11,Aston Villa,Everton,1,0,1,0,0,X,1,0,1,1,0,1,1:0,0:0,1:0,-2.5,1,no,-2.5/1,-2.5/no,1/no,1:0,1/1,-2.5/1/no
