,Season;HomeTeam;AwayTeam;1HHG;1HAG;1HR;2HHG;2HAG;2HR;FTHG;FTAG;FTR;1HSumGoals;2HSumGoals;FTSumGoals;1HR;2HR;FTR;2.5;Winner;BothScored;2.5/Winner;2.5/BothScored;Winner/BothScored;Result
2202,2013-14;Man United;Man City;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2203,2013-14;Newcastle;Everton;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2204,2013-14;Liverpool;Sunderland;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2205,2013-14;West Ham;Hull;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2206,2013-14;Arsenal;Man City;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2207,2013-14;Crystal Palace;Chelsea;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2208,2013-14;Man United;Aston Villa;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2209,2013-14;Southampton;Newcastle;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2210,2013-14;Stoke;Hull;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2211,2013-14;Swansea;Norwich;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2212,2013-14;West Brom;Cardiff;2;1;1;1;2;2;3;3;0;3;3;6;2:1;1:2;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
2213,2013-14;Fulham;Everton;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2214,2013-14;Liverpool;Tottenham;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2215,2013-14;Sunderland;West Ham;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2216,2013-14;Aston Villa;Fulham;0;0;0;1;2;2;1;2;2;0;3;3;0:0;1:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2217,2013-14;Cardiff;Crystal Palace;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2218,2013-14;Chelsea;Stoke;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2219,2013-14;Hull;Swansea;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2220,2013-14;Man City;Southampton;3;1;1;1;0;1;4;1;1;4;1;5;3:1;1:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2221,2013-14;Newcastle;Man United;0;1;2;0;3;2;0;4;2;1;3;4;0:1;0:3;0:4;+2.5;2;no;+2.5/2;+2.5/no;2/no;4:0
2222,2013-14;Norwich;West Brom;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2223,2013-14;Everton;Arsenal;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2224,2013-14;West Ham;Liverpool;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2225,2013-14;Tottenham;Sunderland;1;1;0;4;0;1;5;1;1;2;4;6;1:1;4:0;5:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:1
2226,2013-14;Crystal Palace;Aston Villa;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2227,2013-14;Fulham;Norwich;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2228,2013-14;Southampton;Cardiff;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2229,2013-14;Stoke;Newcastle;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2230,2013-14;Sunderland;Everton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2231,2013-14;West Brom;Tottenham;3;1;1;0;2;2;3;3;0;4;2;6;3:1;0:2;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
2232,2013-14;Liverpool;Man City;2;0;1;1;2;2;3;2;1;2;3;5;2:0;1:2;3:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:2
2233,2013-14;Swansea;Chelsea;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2234,2013-14;Arsenal;West Ham;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2235,2013-14;Everton;Crystal Palace;0;1;2;2;2;0;2;3;2;1;4;5;0:1;2:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2236,2013-14;Man City;Sunderland;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2237,2013-14;Aston Villa;Southampton;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2238,2013-14;Cardiff;Stoke;0;1;2;1;0;1;1;1;0;1;1;2;0:1;1:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2239,2013-14;Chelsea;Sunderland;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2240,2013-14;Newcastle;Swansea;1;1;0;0;1;2;1;2;2;2;1;3;1:1;0:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2241,2013-14;Tottenham;Fulham;1;1;0;2;0;1;3;1;1;2;2;4;1:1;2:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2242,2013-14;West Ham;Crystal Palace;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2243,2013-14;Everton;Man United;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2244,2013-14;Hull;Arsenal;0;2;2;0;1;2;0;3;2;2;1;3;0:2;0:1;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2245,2013-14;Norwich;Liverpool;0;2;2;2;1;1;2;3;2;2;3;5;0:2;2:1;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2246,2013-14;Man City;West Brom;3;1;1;0;0;0;3;1;1;4;0;4;3:1;0:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2247,2013-14;Fulham;Hull;0;0;0;2;2;0;2;2;0;0;4;4;0:0;2:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2248,2013-14;Man United;Norwich;1;0;1;3;0;1;4;0;1;1;3;4;1:0;3:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2249,2013-14;Southampton;Everton;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2250,2013-14;Stoke;Tottenham;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2251,2013-14;Swansea;Aston Villa;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2252,2013-14;West Brom;West Ham;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2253,2013-14;Crystal Palace;Man City;0;2;2;0;0;0;0;2;2;2;0;2;0:2;0:0;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2254,2013-14;Liverpool;Chelsea;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2255,2013-14;Sunderland;Cardiff;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2256,2013-14;Arsenal;Newcastle;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2257,2013-14;Aston Villa;Hull;3;1;1;0;0;0;3;1;1;4;0;4;3:1;0:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2258,2013-14;Everton;Man City;1;2;2;1;1;0;2;3;2;3;2;5;1:2;1:1;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2259,2013-14;Man United;Sunderland;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2260,2013-14;Newcastle;Cardiff;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2261,2013-14;Stoke;Fulham;1;0;1;3;1;1;4;1;1;1;4;5;1:0;3:1;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2262,2013-14;Swansea;Southampton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2263,2013-14;West Ham;Tottenham;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2264,2013-14;Arsenal;West Brom;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2265,2013-14;Chelsea;Norwich;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2266,2013-14;Crystal Palace;Liverpool;0;1;2;3;2;1;3;3;0;1;5;6;0:1;3:2;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
2267,2013-14;Man United;Hull;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2268,2013-14;Man City;Aston Villa;0;0;0;4;0;1;4;0;1;0;4;4;0:0;4:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2269,2013-14;Sunderland;West Brom;2;0;1;0;0;0;2;0;1;2;0;2;2:0;0:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2270,2013-14;Cardiff;Chelsea;1;0;1;0;2;2;1;2;2;1;2;3;1:0;0:2;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2271,2013-14;Fulham;Crystal Palace;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2272,2013-14;Hull;Everton;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2273,2013-14;Liverpool;Newcastle;0;1;2;2;0;1;2;1;1;1;2;3;0:1;2:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2274,2013-14;Man City;West Ham;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2275,2013-14;Norwich;Arsenal;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2276,2013-14;Southampton;Man United;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2277,2013-14;Sunderland;Swansea;0;2;2;1;1;0;1;3;2;2;2;4;0:2;1:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2278,2013-14;Tottenham;Aston Villa;3;0;1;0;0;0;3;0;1;3;0;3;3:0;0:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2279,2013-14;West Brom;Stoke;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2280,2014-15;Arsenal;Crystal Palace;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2281,2014-15;Leicester;Everton;1;2;2;1;0;1;2;2;0;3;1;4;1:2;1:0;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2282,2014-15;Man United;Swansea;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2283,2014-15;QPR;Hull;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2284,2014-15;Stoke;Aston Villa;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2285,2014-15;West Brom;Sunderland;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2286,2014-15;West Ham;Tottenham;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2287,2014-15;Liverpool;Southampton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2288,2014-15;Newcastle;Man City;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2289,2014-15;Burnley;Chelsea;1;3;2;0;0;0;1;3;2;4;0;4;1:3;0:0;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2290,2014-15;Aston Villa;Newcastle;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2291,2014-15;Chelsea;Leicester;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2292,2014-15;Crystal Palace;West Ham;0;2;2;1;1;0;1;3;2;2;2;4;0:2;1:1;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2293,2014-15;Everton;Arsenal;2;0;1;0;2;2;2;2;0;2;2;4;2:0;0:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2294,2014-15;Southampton;West Brom;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2295,2014-15;Swansea;Burnley;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2296,2014-15;Hull;Stoke;1;0;1;0;1;2;1;1;0;1;1;2;1:0;0:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2297,2014-15;Sunderland;Man United;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2298,2014-15;Tottenham;QPR;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2299,2014-15;Man City;Liverpool;1;0;1;2;1;1;3;1;1;1;3;4;1:0;2:1;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2300,2014-15;Burnley;Man United;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2301,2014-15;Everton;Chelsea;1;2;2;2;4;2;3;6;2;3;6;9;1:2;2:4;3:6;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;6:3
2302,2014-15;Man City;Stoke;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2303,2014-15;Newcastle;Crystal Palace;1;1;0;2;2;0;3;3;0;2;4;6;1:1;2:2;3:3;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;3:3
2304,2014-15;QPR;Sunderland;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2305,2014-15;Swansea;West Brom;2;0;1;1;0;1;3;0;1;2;1;3;2:0;1:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2306,2014-15;West Ham;Southampton;1;1;0;0;2;2;1;3;2;2;2;4;1:1;0:2;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2307,2014-15;Aston Villa;Hull;2;0;1;0;1;2;2;1;1;2;1;3;2:0;0:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2308,2014-15;Leicester;Arsenal;1;1;0;0;0;0;1;1;0;2;0;2;1:1;0:0;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2309,2014-15;Tottenham;Liverpool;0;1;2;0;2;2;0;3;2;1;2;3;0:1;0:2;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2310,2014-15;Arsenal;Man City;0;1;2;2;1;1;2;2;0;1;3;4;0:1;2:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2311,2014-15;Chelsea;Swansea;1;1;0;3;1;1;4;2;1;2;4;6;1:1;3:1;4:2;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:2
2312,2014-15;Crystal Palace;Burnley;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2313,2014-15;Liverpool;Aston Villa;0;1;2;0;0;0;0;1;2;1;0;1;0:1;0:0;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2314,2014-15;Southampton;Newcastle;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2315,2014-15;Stoke;Leicester;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2316,2014-15;Sunderland;Tottenham;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2317,2014-15;West Brom;Everton;0;1;2;0;1;2;0;2;2;1;1;2;0:1;0:1;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2318,2014-15;Man United;QPR;3;0;1;1;0;1;4;0;1;3;1;4;3:0;1:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2319,2014-15;Hull;West Ham;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2320,2014-15;Aston Villa;Arsenal;0;3;2;0;0;0;0;3;2;3;0;3;0:3;0:0;0:3;+2.5;2;no;+2.5/2;+2.5/no;2/no;3:0
2321,2014-15;Burnley;Sunderland;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2322,2014-15;Newcastle;Hull;0;0;0;2;2;0;2;2;0;0;4;4;0:0;2:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2323,2014-15;QPR;Stoke;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2324,2014-15;Swansea;Southampton;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2325,2014-15;West Ham;Liverpool;2;1;1;1;0;1;3;1;1;3;1;4;2:1;1:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2326,2014-15;Everton;Crystal Palace;1;1;0;1;2;2;2;3;2;2;3;5;1:1;1:2;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2327,2014-15;Leicester;Man United;1;2;2;4;1;1;5;3;1;3;5;8;1:2;4:1;5:3;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;5:3
2328,2014-15;Man City;Chelsea;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2329,2014-15;Tottenham;West Brom;0;0;0;0;1;2;0;1;2;0;1;1;0:0;0:1;0:1;-2.5;2;no;-2.5/2;-2.5/no;2/no;1:0
2330,2014-15;Arsenal;Tottenham;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2331,2014-15;Chelsea;Aston Villa;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2332,2014-15;Crystal Palace;Leicester;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2333,2014-15;Hull;Man City;2;2;0;0;2;2;2;4;2;4;2;6;2:2;0:2;2:4;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;4:2
2334,2014-15;Liverpool;Everton;0;0;0;1;1;0;1;1;0;0;2;2;0:0;1:1;1:1;-2.5;0;yes;-2.5/0;-2.5/yes;0/yes;1:1
2335,2014-15;Man United;West Ham;2;1;1;0;0;0;2;1;1;3;0;3;2:1;0:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2336,2014-15;Southampton;QPR;0;0;0;2;1;1;2;1;1;0;3;3;0:0;2:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2337,2014-15;Sunderland;Swansea;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
2338,2014-15;West Brom;Burnley;2;0;1;2;0;1;4;0;1;2;2;4;2:0;2:0;4:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;4:0
2339,2014-15;Stoke;Newcastle;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2340,2014-15;Aston Villa;Man City;0;0;0;0;2;2;0;2;2;0;2;2;0:0;0:2;0:2;-2.5;2;no;-2.5/2;-2.5/no;2/no;2:0
2341,2014-15;Hull;Crystal Palace;0;0;0;2;0;1;2;0;1;0;2;2;0:0;2:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2342,2014-15;Leicester;Burnley;2;1;1;0;1;2;2;2;0;3;1;4;2:1;0:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2343,2014-15;Liverpool;West Brom;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2344,2014-15;Sunderland;Stoke;2;1;1;1;0;1;3;1;1;3;1;4;2:1;1:0;3:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;3:1
2345,2014-15;Swansea;Newcastle;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2346,2014-15;Chelsea;Arsenal;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2347,2014-15;Man United;Everton;1;0;1;1;1;0;2;1;1;1;2;3;1:0;1:1;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2348,2014-15;Tottenham;Southampton;1;0;1;0;0;0;1;0;1;1;0;1;1:0;0:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2349,2014-15;West Ham;QPR;1;0;1;1;0;1;2;0;1;1;1;2;1:0;1:0;2:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;2:0
2350,2014-15;Arsenal;Hull;1;1;0;1;1;0;2;2;0;2;2;4;1:1;1:1;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2351,2014-15;Burnley;West Ham;0;0;0;1;3;2;1;3;2;0;4;4;0:0;1:3;1:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:1
2352,2014-15;Crystal Palace;Chelsea;0;1;2;1;1;0;1;2;2;1;2;3;0:1;1:1;1:2;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;2:1
2353,2014-15;Everton;Aston Villa;1;0;1;2;0;1;3;0;1;1;2;3;1:0;2:0;3:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;3:0
2354,2014-15;Man City;Tottenham;2;1;1;2;0;1;4;1;1;3;2;5;2:1;2:0;4:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;4:1
2355,2014-15;Newcastle;Leicester;0;0;0;1;0;1;1;0;1;0;1;1;0:0;1:0;1:0;-2.5;1;no;-2.5/1;-2.5/no;1/no;1:0
2356,2014-15;Southampton;Sunderland;3;0;1;5;0;1;8;0;1;3;5;8;3:0;5:0;8:0;+2.5;1;no;+2.5/1;+2.5/no;1/no;8:0
2357,2014-15;QPR;Liverpool;0;0;0;2;3;2;2;3;2;0;5;5;0:0;2:3;2:3;+2.5;2;yes;+2.5/2;+2.5/yes;2/yes;3:2
2358,2014-15;Stoke;Swansea;1;1;0;1;0;1;2;1;1;2;1;3;1:1;1:0;2:1;+2.5;1;yes;+2.5/1;+2.5/yes;1/yes;2:1
2359,2014-15;West Brom;Man United;1;0;1;1;2;2;2;2;0;1;3;4;1:0;1:2;2:2;+2.5;0;yes;+2.5/0;+2.5/yes;0/yes;2:2
2360,2014-15;Liverpool;Hull;0;0;0;0;0;0;0;0;0;0;0;0;0:0;0:0;0:0;-2.5;0;no;-2.5/0;-2.5/no;0/no;0:0
